index,label,split
212,0,train
213,0,train
214,0,train
215,0,train
216,0,test
217,0,test
218,0,train
219,0,train
220,0,train
221,0,train
222,0,val
223,0,train
224,0,train
225,0,train
226,0,train
227,0,train
228,0,train
229,0,train
230,0,test
231,0,train
232,0,train
233,0,train
234,0,train
235,0,train
236,0,val
237,0,train
238,0,train
239,0,train
240,0,test
241,0,test
242,0,train
243,0,train
244,0,train
245,0,train
246,0,train
247,0,train
248,0,train
249,0,train
250,0,train
251,0,test
252,0,test
253,0,train
254,0,train
255,0,train
256,0,train
257,0,train
258,0,train
259,0,train
260,0,train
261,0,train
262,0,train
263,0,train
264,0,train
265,0,val
266,0,train
267,0,val
268,0,train
269,0,test
270,0,test
271,0,train
272,0,train
273,0,train
274,0,train
275,0,train
276,0,test
277,0,val
278,0,train
279,0,train
280,0,train
281,0,train
282,0,train
283,0,train
284,0,train
285,0,train
286,0,train
287,0,train
288,0,test
289,0,train
290,0,train
291,0,train
292,0,train
293,0,train
294,0,train
295,0,test
296,0,val
297,0,train
298,0,val
299,0,train
300,0,train
301,0,train
302,0,train
303,0,train
304,0,train
305,0,train
306,0,train
307,0,train
308,0,train
309,0,val
310,0,val
311,0,val
312,0,train
313,0,train
314,0,train
315,0,test
316,0,train
317,0,val
318,0,train
319,0,train
320,0,val
321,0,train
322,0,train
323,0,train
324,0,train
325,0,train
326,0,train
327,0,val
328,0,train
329,0,train
330,0,test
331,0,train
332,0,train
333,0,train
334,0,train
335,0,train
336,0,train
337,0,test
338,0,train
339,0,val
340,0,train
341,0,val
342,0,val
343,0,test
344,0,train
345,0,train
346,0,train
347,0,train
348,0,train
349,0,train
350,0,val
351,0,train
352,0,train
353,0,val
354,0,train
355,0,train
356,0,train
357,0,train
358,0,train
359,0,val
360,0,val
361,0,train
362,0,train
363,0,val
364,0,train
365,0,val
366,0,train
367,0,train
368,0,train
369,0,train
370,0,train
371,0,train
372,0,train
373,0,train
374,0,train
375,0,train
376,0,val
377,0,val
378,0,test
379,0,test
380,0,val
381,0,train
382,0,train
383,0,train
384,0,train
385,0,test
386,0,train
387,0,test
388,0,train
389,0,train
390,0,val
391,0,test
392,0,test
393,0,train
394,0,train
395,0,train
396,0,train
397,0,test
398,0,train
399,0,train
400,0,train
401,0,test
402,0,val
403,0,val
404,0,train
405,0,train
406,0,test
407,0,train
408,0,val
409,0,train
410,0,train
411,0,val
412,0,train
413,0,val
414,0,train
415,0,train
416,0,train
417,0,train
418,0,test
419,0,train
420,0,val
421,0,val
422,0,train
423,0,train
424,0,train
425,0,train
426,0,train
427,0,train
428,0,train
429,0,train
430,0,val
431,0,train
432,0,train
433,0,val
434,0,train
435,0,train
436,0,train
437,0,train
438,0,val
439,0,train
440,0,train
441,0,train
442,0,train
443,0,val
444,0,train
445,0,train
446,0,train
447,0,train
448,0,train
449,0,train
450,0,train
451,0,train
452,0,train
453,0,train
454,0,train
455,0,test
456,0,train
457,0,train
458,0,train
459,0,test
460,0,test
461,0,test
462,0,train
463,0,train
464,0,train
465,0,train
466,0,test
467,0,train
468,0,train
469,0,train
470,0,train
471,0,test
472,0,train
473,0,train
474,0,test
475,0,train
476,0,train
477,0,train
478,0,val
479,0,train
480,0,train
481,0,train
482,0,train
483,0,train
484,0,test
485,0,val
486,0,train
487,0,train
488,0,train
489,0,test
490,0,train
491,0,train
492,0,test
493,0,train
494,0,train
495,0,train
496,0,val
497,0,train
498,0,test
499,0,train
500,0,train
501,0,train
502,0,test
503,0,train
504,0,train
505,0,train
506,0,train
507,0,train
508,0,test
509,0,train
510,0,test
511,0,train
512,0,train
513,0,train
514,0,val
515,0,train
516,0,train
517,0,train
518,0,train
519,0,train
520,0,test
521,0,train
522,0,train
523,0,train
524,0,test
525,0,train
526,0,train
527,0,train
528,0,train
529,0,train
530,0,train
531,0,val
532,0,train
533,0,train
534,0,train
535,0,train
536,0,train
537,0,val
538,0,train
539,0,val
540,0,test
541,0,train
542,0,train
543,0,train
544,0,train
545,0,train
546,0,test
547,0,train
548,0,train
549,0,train
550,0,train
551,0,train
552,0,val
553,0,test
554,0,val
555,0,val
556,0,train
557,0,train
558,0,train
559,0,val
560,0,train
561,0,val
562,0,test
563,0,test
564,0,test
565,0,test
566,0,train
567,0,val
568,0,train
569,0,val
570,0,train
571,0,train
572,0,train
573,0,test
574,0,test
575,0,train
576,0,val
577,0,train
578,0,train
579,0,val
580,0,train
581,0,train
582,0,train
583,0,train
584,0,train
585,0,val
586,0,train
587,0,train
588,0,train
589,0,train
590,0,train
591,0,train
592,0,test
593,0,train
594,0,train
595,0,train
596,0,val
597,0,train
598,0,train
599,0,val
600,0,test
601,0,val
602,0,train
603,0,train
604,0,train
605,0,val
606,0,train
607,0,train
608,0,train
609,0,val
610,0,train
611,0,train
612,0,test
613,0,val
614,0,train
615,0,train
616,0,train
617,0,train
618,0,train
619,0,val
620,0,train
621,0,train
622,0,train
623,0,train
624,0,train
625,0,train
626,0,train
627,0,train
628,0,val
629,0,val
630,0,train
631,0,train
632,0,train
633,0,train
634,0,train
635,0,train
636,0,train
637,0,train
638,0,val
639,0,train
640,0,train
641,0,train
642,0,test
643,0,train
644,0,train
645,0,train
646,0,test
647,0,test
648,0,train
649,0,val
650,0,train
651,0,train
652,0,val
653,0,train
654,0,test
655,0,train
656,0,train
657,0,train
658,0,train
659,0,train
660,0,train
661,0,val
662,0,train
663,0,val
664,0,train
665,0,val
666,0,train
667,0,train
668,0,train
669,0,train
670,0,train
671,0,train
672,0,val
673,0,train
674,0,test
675,0,val
676,0,val
677,0,train
678,0,train
679,0,train
680,0,train
681,0,train
682,0,train
683,0,test
684,0,train
685,0,train
686,0,test
687,0,val
688,0,train
689,0,train
690,0,test
691,0,train
692,0,train
693,0,train
694,0,train
695,0,train
696,0,val
697,0,train
698,0,train
699,0,test
700,0,train
701,0,test
702,0,test
703,0,train
704,0,train
705,0,train
706,0,train
707,0,val
708,0,train
709,0,train
710,0,train
711,0,train
712,0,train
713,0,val
714,0,train
715,0,val
716,0,val
717,0,train
718,0,val
719,0,test
720,0,train
721,0,train
722,0,train
723,0,train
724,0,test
725,0,test
726,0,test
727,0,test
728,0,train
729,0,test
730,0,val
731,0,val
732,0,train
733,0,test
734,0,train
735,0,train
736,0,train
737,0,train
738,0,test
739,0,val
740,0,train
741,0,val
742,0,test
743,0,train
744,0,train
745,0,train
746,0,val
747,0,test
748,0,test
749,0,val
750,0,train
751,0,train
752,0,train
753,0,train
754,0,train
755,0,train
756,0,train
757,0,train
758,0,train
759,0,train
760,0,train
761,0,train
762,0,val
763,0,test
764,0,train
765,0,val
766,0,test
767,0,val
768,0,test
769,0,test
770,0,train
771,0,val
772,0,test
773,0,train
774,0,train
775,0,test
776,0,test
777,0,train
778,0,train
779,0,test
780,0,val
781,0,train
782,0,train
783,0,train
784,0,train
785,0,val
786,0,train
787,0,train
788,0,train
789,0,train
790,0,train
791,0,test
792,0,train
793,0,train
794,0,test
795,0,train
796,0,train
797,0,train
798,0,train
799,0,train
800,0,train
801,0,val
802,0,train
803,0,val
804,0,test
805,0,test
806,0,val
807,0,val
808,0,train
809,0,val
810,0,train
811,0,val
812,0,test
813,0,train
814,0,train
815,0,test
816,0,val
817,0,val
818,0,train
819,0,train
820,0,train
821,0,train
822,0,train
823,0,train
824,0,train
825,0,train
826,0,train
827,0,train
828,0,train
829,0,train
830,0,train
831,0,test
832,0,train
833,0,train
834,0,train
835,0,train
836,0,train
837,0,val
838,0,test
839,0,test
840,0,test
841,0,train
842,0,train
843,0,train
844,0,train
845,0,train
846,0,val
847,0,train
848,0,train
849,0,train
850,0,train
851,0,train
852,0,train
853,0,val
854,0,train
855,0,train
856,0,test
857,0,test
858,0,val
859,0,train
860,0,test
861,0,train
862,0,test
863,0,test
864,0,val
865,0,train
866,0,train
867,0,train
868,0,train
869,0,train
870,0,test
871,0,test
872,0,train
873,0,train
874,0,train
875,0,train
876,0,train
877,0,val
878,0,test
879,0,train
880,0,train
881,0,val
882,0,train
883,0,train
884,0,train
885,0,val
886,0,train
887,0,train
888,0,train
889,0,train
890,0,train
891,0,test
892,0,train
893,0,train
894,0,train
895,0,val
896,0,train
897,0,test
898,0,train
899,0,test
900,0,train
901,0,train
902,0,train
903,0,train
904,0,train
905,0,train
906,0,train
907,0,val
908,0,train
909,0,train
910,0,train
911,0,train
912,0,train
913,0,val
914,0,train
915,0,train
916,0,train
917,0,train
918,0,train
919,0,train
920,0,train
921,0,test
922,0,val
923,0,train
924,0,train
925,0,train
926,0,val
927,0,val
928,0,train
929,0,test
930,0,train
931,0,train
932,0,train
933,0,train
934,0,train
935,0,val
936,0,train
937,0,train
938,0,train
939,0,val
940,0,val
941,0,val
942,0,test
943,0,train
944,0,train
945,0,train
946,0,train
947,0,train
948,0,train
949,0,train
950,0,train
951,0,train
952,0,train
953,0,train
954,0,train
955,0,test
956,0,train
957,0,test
958,0,val
959,0,train
960,0,train
961,0,val
962,0,train
963,0,train
964,0,train
965,0,train
966,0,test
967,0,test
968,0,train
969,0,train
970,0,train
971,0,train
972,0,train
973,0,train
974,0,train
975,0,test
976,0,train
977,0,test
978,0,val
979,0,train
980,0,train
981,0,train
982,0,train
983,0,train
984,0,val
985,0,train
986,0,val
987,0,train
988,0,train
989,0,train
990,0,train
991,0,val
992,0,train
993,0,train
994,0,val
995,0,test
996,0,train
997,0,train
998,0,test
999,0,train
1000,0,test
1001,0,val
1002,0,train
1003,0,train
1004,0,train
1005,0,train
1006,0,train
1007,0,train
1008,0,train
1009,0,val
1010,0,train
1011,0,test
1012,0,train
1013,0,train
1014,0,train
1015,0,train
1016,0,test
1017,0,val
1018,0,train
1019,0,test
1020,0,train
1021,0,test
1022,0,train
1023,0,train
1024,0,train
1025,0,test
1026,0,val
1027,0,train
1028,0,train
1029,0,train
1030,0,train
1031,0,train
1032,0,train
1033,0,train
1034,0,train
1035,0,train
1036,0,train
1037,0,train
1038,0,train
1039,0,train
1040,0,train
1041,0,train
1042,0,val
1043,0,train
1044,0,test
1045,0,train
1046,0,train
1047,0,val
1048,0,train
1049,0,train
1050,0,train
1051,0,train
1052,0,train
1053,0,train
1054,0,train
1055,0,train
1056,0,test
1057,0,val
1058,0,train
1059,0,train
1060,0,train
1061,0,train
1062,0,test
1063,0,train
1064,0,train
1065,0,train
1066,0,val
1067,0,train
1068,0,test
1069,0,train
1070,0,train
1071,0,test
1072,0,val
1073,0,train
1074,0,test
1075,0,train
1076,0,train
1077,0,train
1078,0,train
1079,0,train
1080,0,val
1081,1,train
1082,1,train
1083,1,train
1084,1,test
1085,1,val
1086,1,train
1087,1,test
1088,1,val
1089,1,train
1090,1,train
1091,1,test
1092,1,train
1093,1,train
1094,1,train
1095,1,train
1096,1,train
1097,1,val
1098,1,test
1099,1,val
1100,1,train
1101,1,train
1102,1,train
1103,1,test
1104,1,train
1105,1,test
1106,1,train
1107,1,train
1108,1,train
1109,1,test
1110,1,train
1111,1,train
1112,1,test
1113,1,train
1114,1,val
1115,1,train
1116,1,train
1117,1,train
1118,1,train
1119,1,train
1120,1,train
1121,1,val
1122,1,test
1123,1,train
1124,1,train
1125,1,train
1126,1,train
1127,1,train
1128,1,train
1129,1,train
1130,1,train
1131,1,test
1132,1,train
1133,1,train
1134,1,train
1135,1,test
1136,1,val
1137,1,train
1138,1,train
1139,1,test
1140,1,train
1141,1,val
1142,1,train
1143,1,test
1144,1,train
1145,1,train
1146,1,val
1147,1,train
1148,1,train
1149,1,test
1150,1,train
1151,1,val
1152,1,train
1153,1,train
1154,1,val
1155,1,test
1156,1,val
1157,1,val
1158,1,train
1159,1,val
1160,1,train
1161,1,train
1162,1,test
1163,1,train
1164,1,train
1165,1,train
1166,1,train
1167,1,test
1168,1,train
1169,1,train
1170,1,train
1171,1,train
1172,1,train
1173,1,val
1174,1,train
1175,1,test
1176,1,test
1177,1,val
1178,1,train
1179,1,train
1180,1,val
1181,1,train
1182,1,val
1183,1,train
1184,1,train
1185,1,train
1186,1,train
1187,1,train
1188,1,train
1189,1,train
1190,1,val
1191,1,train
1192,1,train
1193,1,train
1194,1,test
1195,1,train
1196,1,train
1197,1,test
1198,1,train
1199,1,train
1200,1,train
1201,1,train
1202,1,train
1203,1,train
1204,1,train
1205,1,train
1206,1,train
1207,1,test
1208,1,test
1209,1,train
1210,1,test
1211,1,train
1212,1,val
1213,1,train
1214,1,val
1215,1,val
1216,1,train
1217,1,train
1218,1,train
1219,1,train
1220,1,train
1221,1,test
1222,1,train
1223,1,train
1224,1,train
1225,1,train
1226,1,val
1227,1,test
1228,1,test
1229,1,train
1230,1,train
1231,1,test
1232,1,val
1233,1,train
1234,1,val
1235,1,train
1236,1,test
1237,1,val
1238,1,train
1239,1,val
1240,1,train
1241,1,val
1242,1,test
1243,1,train
1244,1,train
1245,1,test
1246,1,train
1247,1,train
1248,1,train
1249,1,train
1250,1,train
1251,1,train
1252,1,train
1253,1,train
1254,1,train
1255,1,val
1256,1,train
1257,1,test
1258,1,val
1259,1,train
1260,1,train
1261,1,train
1262,1,test
1263,1,train
1264,1,val
1265,1,val
1266,1,train
1267,1,train
1268,1,val
1269,1,train
1270,1,train
1271,1,val
1272,1,train
1273,1,val
1274,1,test
1275,1,train
1276,1,train
1277,1,train
1278,1,val
1279,1,train
1280,1,train
1281,1,train
1282,1,test
1283,1,train
1284,1,val
1285,1,train
1286,1,train
1287,1,train
1288,1,train
1289,1,train
1290,1,train
1291,1,train
1292,1,train
1293,1,train
1294,1,train
1295,1,test
1296,1,train
1297,1,train
1298,1,test
1299,1,train
1300,1,val
1301,1,train
1302,1,train
1303,1,train
1304,1,train
1305,1,train
1306,1,train
1307,1,val
1308,1,train
1309,1,train
1310,1,train
1311,1,train
1312,1,train
1313,1,train
1314,1,train
1315,1,val
1316,1,val
1317,1,test
1318,1,train
1319,1,train
1320,1,train
1321,1,train
1322,1,train
1323,1,train
1324,1,test
1325,1,train
1326,1,train
1327,1,train
1328,1,train
1329,1,train
1330,1,train
1331,1,val
1332,1,train
1333,1,train
1334,1,train
1335,1,train
1336,1,val
1337,1,train
1338,1,train
1339,1,train
1340,1,train
1341,1,test
1342,1,train
1343,1,train
1344,1,train
1345,1,val
1346,1,train
1347,1,train
1348,1,train
1349,1,val
1350,1,val
1351,1,train
1352,1,val
1353,1,train
1354,1,train
1355,1,train
1356,1,train
1357,1,train
1358,1,train
1359,1,val
1360,1,train
1361,1,train
1362,1,val
1363,1,train
1364,1,val
1365,1,test
1366,1,test
1367,1,train
1368,1,train
1369,1,train
1370,1,train
1371,1,train
1372,1,train
1373,1,train
1374,1,train
1375,1,train
1376,1,train
1377,1,train
1378,1,train
1379,1,train
1380,1,train
1381,1,train
1382,1,test
1383,1,val
1384,1,train
1385,1,train
1386,1,val
1387,1,train
1388,1,train
1389,1,train
1390,1,train
1391,1,train
1392,1,train
1393,1,test
1394,1,train
1395,1,train
1396,1,val
1397,1,val
1398,1,train
1399,1,train
1400,1,train
1401,1,val
1402,1,val
1403,1,train
1404,1,train
1405,1,val
1406,1,train
1407,1,test
1408,1,test
1409,1,train
1410,1,test
1411,1,train
1412,1,train
1413,1,train
1414,1,train
1415,1,train
1416,1,train
1417,1,train
1418,1,train
1419,1,val
1420,1,train
1421,1,train
1422,1,test
1423,1,train
1424,1,train
1425,1,train
1426,1,test
1427,1,test
1428,1,train
1429,1,train
1430,1,train
1431,1,train
1432,1,train
1433,1,val
1434,1,val
1435,1,train
1436,1,test
1437,1,train
1438,1,train
1439,1,val
1440,1,train
1441,1,train
1442,1,train
1443,1,test
1444,1,val
1445,1,train
1446,1,train
1447,1,train
1448,1,train
1449,1,val
1450,1,train
1451,1,test
1452,1,train
1453,1,train
1454,1,train
1455,1,train
1456,1,train
1457,1,train
1458,1,train
1459,1,val
1460,1,train
1461,1,train
1462,1,train
1463,1,train
1464,1,train
1465,1,train
1466,1,test
1467,1,train
1468,1,train
1469,1,train
1470,1,train
1471,1,val
1472,1,train
1473,1,val
1474,1,train
1475,1,train
1476,1,test
1477,1,train
1478,1,train
1479,1,train
1480,1,val
1481,1,train
1482,1,train
1483,1,train
1484,1,train
1485,1,val
1486,1,train
1487,1,train
1488,1,train
1489,1,train
1490,1,train
1491,1,val
1492,1,val
1493,1,train
1494,1,train
1495,1,train
1496,1,train
1497,1,train
1498,1,test
1499,1,train
1500,1,test
1501,1,train
1502,1,train
1503,1,train
1504,1,train
1505,1,train
1506,1,train
1507,1,train
1508,1,train
1509,1,test
1510,1,train
1511,1,train
1512,1,train
1513,1,train
1514,1,train
1515,1,test
1516,1,val
1517,1,train
1518,1,train
1519,1,train
1520,1,train
1521,1,train
1522,1,test
1523,1,test
1524,1,train
1525,1,train
1526,1,train
1527,1,val
1528,1,train
1529,1,train
1530,1,train
1531,1,train
1532,1,test
1533,1,train
1534,1,val
1535,1,train
1536,1,train
1537,1,train
1538,1,train
1539,1,train
1540,1,train
1541,1,train
1542,1,train
1543,1,train
1544,1,train
1545,1,train
1546,1,train
1547,1,train
1548,1,train
1549,1,test
1550,1,train
1551,1,test
1552,1,val
1553,1,train
1554,1,train
1555,1,test
1556,1,test
1557,1,val
1558,1,train
1559,1,train
1560,1,train
1561,1,train
1562,1,train
1563,1,train
1564,1,train
1565,1,train
1566,1,train
1567,1,train
1568,1,val
1569,1,train
1570,1,train
1571,1,test
1572,1,train
1573,1,train
1574,1,test
1575,1,train
1576,1,val
1577,1,val
1578,1,train
1579,1,train
1580,1,val
1581,1,train
1582,1,test
1583,1,train
1584,1,val
1585,1,val
1586,1,train
1587,1,val
1588,1,train
1589,1,val
1590,1,train
1591,1,val
1592,1,train
1593,1,train
1594,1,test
1595,1,train
1596,1,val
1597,1,train
1598,1,train
1599,1,train
1600,1,val
1601,1,test
1602,1,train
1603,1,train
1604,1,train
1605,1,train
1606,1,test
1607,1,train
1608,1,train
1609,1,train
1610,1,train
1611,1,train
1612,1,train
1613,1,train
1614,1,train
1615,1,train
1616,1,val
1617,1,test
1618,1,train
1619,1,train
1620,1,train
1621,1,train
1622,1,train
1623,1,train
1624,1,train
1625,1,train
1626,1,val
1627,1,train
1628,1,train
1629,1,train
1630,1,test
1631,1,train
1632,1,test
1633,1,val
1634,1,train
1635,1,val
1636,1,train
1637,1,train
1638,1,train
1639,1,val
1640,1,train
1641,1,test
1642,1,val
1643,1,train
1644,1,train
1645,1,train
1646,1,train
1647,1,test
1648,1,train
1649,1,train
1650,1,train
1651,1,train
1652,1,train
1653,1,train
1654,1,train
1655,1,test
1656,1,val
1657,1,train
1658,1,train
1659,1,test
1660,1,val
1661,1,train
1662,1,train
1663,1,train
1664,1,train
1665,1,train
1666,1,train
1667,1,train
1668,1,train
1669,1,train
1670,1,test
1671,1,val
1672,1,train
1673,1,test
1674,1,train
1675,1,train
1676,1,val
1677,1,train
1678,1,val
1679,1,train
1680,1,train
1681,1,val
1682,1,train
1683,1,train
1684,1,test
1685,1,val
1686,1,train
1687,1,train
1688,1,train
1689,1,train
1690,1,test
1691,1,train
1692,1,train
1693,1,train
1694,1,train
1695,1,train
1696,1,val
1697,1,train
1698,1,train
1699,1,train
1700,1,train
1701,1,val
1702,1,train
1703,1,train
1704,1,val
1705,1,train
1706,1,train
1707,1,test
1708,1,val
1709,1,train
1710,1,val
1711,1,train
1712,1,test
1713,1,val
1714,1,train
1715,1,train
1716,1,val
1717,1,train
1718,1,train
1719,1,train
1720,1,test
1721,1,train
1722,1,val
1723,1,train
1724,1,train
1725,1,train
1726,1,train
1727,1,train
1728,1,val
1729,1,train
1730,1,train
1731,1,train
1732,1,train
1733,1,val
1734,1,train
1735,1,train
1736,1,train
1737,1,train
1738,1,val
1739,1,train
1740,1,train
1741,1,test
1742,1,test
1743,1,train
1744,1,test
1745,1,val
1746,1,test
1747,1,train
1748,1,train
1749,1,train
1750,1,test
1751,1,train
1752,1,train
1753,1,train
1754,1,train
1755,1,val
1756,1,train
1757,1,train
1758,1,train
1759,1,train
1760,1,train
1761,1,train
1762,1,train
1763,1,test
1764,1,train
1765,1,train
1766,1,train
1767,1,train
1768,1,val
1769,1,test
1770,1,train
1771,1,train
1772,1,train
1773,1,train
1774,1,train
1775,1,train
1776,1,train
1777,1,val
1778,1,train
1779,1,train
1780,1,test
1781,1,val
1782,1,val
1783,1,val
1784,1,train
1785,1,train
1786,1,val
1787,1,test
1788,1,train
1789,1,test
1790,1,test
1791,1,train
1792,1,test
1793,1,train
1794,1,test
1795,1,train
1796,1,train
1797,1,val
1798,1,train
1799,1,train
1800,1,train
1801,1,test
1802,1,val
1803,1,test
1804,1,train
1805,1,train
1806,1,val
1807,1,train
1808,1,val
1809,1,train
1810,1,train
1811,1,train
1812,1,train
1813,1,train
1814,1,train
1815,1,test
1816,1,test
1817,1,val
1818,1,train
1819,1,train
1820,1,train
1821,1,train
1822,1,train
1823,1,train
1824,1,train
1825,1,train
1826,1,test
1827,1,train
1828,1,train
1829,1,train
1830,1,train
1831,1,train
1832,1,train
1833,1,train
1834,1,train
1835,1,test
1836,1,train
1837,1,val
1838,1,train
1839,1,test
1840,1,train
1841,1,test
1842,1,train
1843,1,test
1844,1,train
1845,1,train
1846,1,train
1847,1,train
1848,1,train
1849,1,test
1850,1,val
1851,1,train
1852,1,train
1853,1,train
1854,1,train
1855,1,test
1856,1,train
1857,1,train
1858,1,test
1859,1,test
1860,1,val
1861,1,train
1862,1,train
1863,1,train
1864,1,train
1865,1,train
1866,1,train
1867,1,val
1868,1,train
1869,1,train
1870,1,train
1871,1,train
1872,1,train
1873,1,val
1874,1,test
1875,1,train
1876,1,val
1877,1,train
1878,1,train
1879,1,train
1880,1,test
1881,1,val
1882,1,train
1883,1,train
1884,1,train
1885,1,test
1886,1,train
1887,1,train
1888,1,train
1889,1,train
1890,1,val
1891,1,train
1892,1,train
1893,1,train
1894,1,test
1895,1,test
1896,1,train
1897,1,train
1898,1,train
1899,1,val
1900,1,train
1901,1,train
1902,1,train
1903,1,test
1904,1,val
1905,1,test
1906,1,train
1907,1,train
1908,1,test
1909,1,train
1910,1,train
1911,1,test
1912,1,train
1913,1,test
1914,1,train
1915,1,train
1916,1,train
1917,1,val
1918,1,test
1919,1,train
1920,1,train
1921,1,train
1922,1,train
1923,1,val
1924,1,test
1925,1,val
1926,1,val
1927,1,val
1928,1,val
1929,1,test
1930,1,train
1931,1,train
1932,1,train
1933,1,train
1934,1,test
1935,1,train
1936,1,train
1937,1,train
1938,1,train
1939,1,train
1940,1,train
1941,1,train
1942,1,train
1943,1,train
1944,1,train
1945,1,train
1946,1,train
1947,1,train
1948,1,train
1949,1,train
1950,1,train
1951,1,train
1952,1,test
1953,1,train
1954,1,train
1955,1,train
1956,1,test
1957,1,train
1958,1,train
1959,1,train
1960,1,val
1961,1,train
1962,1,train
1963,1,train
1964,1,train
1965,1,train
1966,1,train
1967,1,train
1968,1,test
1969,1,train
1970,1,val
1971,1,train
1972,1,train
1973,1,train
1974,1,train
1975,1,train
1976,1,train
1977,1,train
1978,1,train
1979,1,train
1980,1,train
1981,1,train
1982,1,train
1983,1,train
1984,1,train
1985,1,test
1986,1,train
1987,1,train
1988,1,val
1989,1,train
1990,1,test
1991,1,train
1992,1,train
1993,1,train
1994,1,train
1995,1,test
1996,1,train
1997,1,train
1998,1,train
1999,1,train
2000,1,val
2001,1,train
2002,1,train
2003,1,train
2004,1,train
2005,1,test
2006,1,val
2007,1,val
2008,1,train
2009,1,train
2010,1,val
2011,1,train
2012,1,train
2013,1,train
2014,1,test
2015,1,val
2016,1,test
2017,1,test
2018,1,train
2019,1,test
2020,1,test
2021,1,train
2022,1,train
2023,1,train
2024,1,test
2025,1,val
2026,1,train
2027,1,test
2028,1,train
2029,1,train
2030,1,train
2031,1,val
2032,1,test
2033,1,val
2034,1,val
2035,1,test
2036,1,val
2037,1,train
2038,1,test
2039,1,train
2040,1,train
2041,1,train
2042,1,train
2043,1,train
2044,1,train
2045,1,train
2046,1,train
2047,1,test
2048,1,train
2049,1,test
2050,1,train
2051,1,train
2052,1,train
2053,1,val
2054,1,val
2055,1,train
2056,1,val
2057,1,val
2058,1,train
2059,1,train
2060,1,train
2061,1,train
2062,1,train
2063,1,test
2064,1,val
2065,1,test
2066,1,val
2067,1,train
2068,1,test
2069,1,train
2070,1,test
2071,1,train
2072,1,train
2073,1,test
2074,1,train
2075,1,train
2076,1,train
2077,1,train
2078,1,train
2079,1,val
2080,1,train
2081,1,train
2082,1,val
2083,1,test
2084,1,test
2085,1,train
2086,1,train
2087,1,test
2088,1,test
2089,1,test
2090,1,test
2091,1,train
2092,1,train
2093,1,val
2094,1,test
2095,1,train
2096,1,train
2097,1,train
2098,1,train
2099,1,train
2100,1,train
2101,1,val
2102,1,train
2103,1,test
2104,1,train
2105,1,test
2106,1,train
2107,1,train
2108,1,train
2109,1,val
2110,1,train
2111,1,train
2112,1,test
2113,1,train
2114,1,train
2115,1,train
2116,1,train
2117,1,train
2118,1,train
2119,1,train
2120,1,train
2121,1,train
2122,1,train
2123,1,test
2124,1,train
2125,1,val
2126,1,train
2127,1,train
2128,1,train
2129,1,train
2130,1,train
2131,1,val
2132,1,train
2133,1,test
2134,1,train
2135,1,val
2136,1,train
2137,1,val
2138,1,train
2139,1,train
2140,1,train
